"","individual.ID","Species.x","term","estimate","std.error","statistic","p.value","X","ID","Intercept","umol.L.sec","K","Temp.C","Date","Chamber.Channel","Run","Species.y","Temp.Cat","Start.time","Stop.Time","Light_Dark","Organism.ID","Volume","AFDW","Blank","umol.sec","blank.rate","umol.sec.corr","umol.cm2.hr","log.rate","rate.type"
"11","Bgran_1","Bgran","E",0.462266673421474,18.4646553732771,0.0250352180463918,0.98159904395278,4,"Bgran_1_30C",165.8590638,-0.005298955,302.9345316,29.78453165,"6/25/21",1,4,"Bgran",30,"7/25/23 13:38","7/25/23 14:18","Dark","Bgran_1",0.655,0.412,0,-0.003470815,-0.0006101,-0.002860715,24.99654238,3.218737511,"R"
"12","Bgran_1","Bgran","E",0.462266673421474,18.4646553732771,0.0250352180463918,0.98159904395278,5,"Bgran_1_32C",160.8006885,-0.006033918,305.1975208,32.04752083,"6/25/21",1,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_1",0.655,0.412,0,-0.003952216,-0.0007077,-0.003244516,28.35014111,3.344632008,"R"
"13","Bgran_1","Bgran","E",0.462266673421474,18.4646553732771,0.0250352180463918,0.98159904395278,6,"Bgran_1_34C",151.5806637,-0.00757653,307.1704643,34.02046429,"6/25/21",1,4,"Bgran",34,"7/25/23 15:55","7/25/23 16:16","Dark","Bgran_1",0.655,0.412,0,-0.004962627,-0.0011196,-0.003843027,33.57985136,3.513926225,"R"
"14","Bgran_1","Bgran","E",0.462266673421474,18.4646553732771,0.0250352180463918,0.98159904395278,7,"Bgran_1_36C",146.6637707,-0.008123569,309.3316383,36.1816383,"6/25/21",1,4,"Bgran",36,"7/25/23 16:48","7/25/23 17:12","Dark","Bgran_1",0.655,0.412,0,-0.005320938,-0.0010185,-0.004302438,37.59411716,3.62684758,"R"
"15","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,1,"Bgran_1_20C",198.6860249,-0.002735502,293.3146182,20.16461818,"6/25/21",1,4,"Bgran",20,"7/25/23 9:03","7/25/23 9:58","Dark","Bgran_1",0.655,0.412,0,-0.001791754,-0.0001522,-0.001639554,14.3261988,2.662089945,"R"
"16","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,2,"Bgran_1_24C",200.6076283,-0.004278487,297.2783585,24.12835849,"6/25/21",1,4,"Bgran",24,"7/25/23 10:28","7/25/23 11:21","Dark","Bgran_1",0.655,0.412,0,-0.002802409,-0.0006296,-0.002172809,18.98571218,2.943686706,"R"
"17","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,3,"Bgran_1_28C",181.268127,-0.006021533,301.1898656,28.03986559,"6/25/21",1,4,"Bgran",28,"7/25/23 12:16","7/25/23 13:02","Dark","Bgran_1",0.655,0.412,0,-0.003944104,-0.0013902,-0.002553904,22.31566977,3.105289112,"R"
"18","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,4,"Bgran_1_30C",165.8590638,-0.005298955,302.9345316,29.78453165,"6/25/21",1,4,"Bgran",30,"7/25/23 13:38","7/25/23 14:18","Dark","Bgran_1",0.655,0.412,0,-0.003470815,-0.0006101,-0.002860715,24.99654238,3.218737511,"R"
"19","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,5,"Bgran_1_32C",160.8006885,-0.006033918,305.1975208,32.04752083,"6/25/21",1,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_1",0.655,0.412,0,-0.003952216,-0.0007077,-0.003244516,28.35014111,3.344632008,"R"
"20","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,6,"Bgran_1_34C",151.5806637,-0.00757653,307.1704643,34.02046429,"6/25/21",1,4,"Bgran",34,"7/25/23 15:55","7/25/23 16:16","Dark","Bgran_1",0.655,0.412,0,-0.004962627,-0.0011196,-0.003843027,33.57985136,3.513926225,"R"
"21","Bgran_1","Bgran","Eh",-2.5202592431357e-05,36.9235689323231,-6.82561116384785e-07,0.999999498245778,7,"Bgran_1_36C",146.6637707,-0.008123569,309.3316383,36.1816383,"6/25/21",1,4,"Bgran",36,"7/25/23 16:48","7/25/23 17:12","Dark","Bgran_1",0.655,0.412,0,-0.005320938,-0.0010185,-0.004302438,37.59411716,3.62684758,"R"
"22","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,1,"Bgran_1_20C",198.6860249,-0.002735502,293.3146182,20.16461818,"6/25/21",1,4,"Bgran",20,"7/25/23 9:03","7/25/23 9:58","Dark","Bgran_1",0.655,0.412,0,-0.001791754,-0.0001522,-0.001639554,14.3261988,2.662089945,"R"
"23","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,2,"Bgran_1_24C",200.6076283,-0.004278487,297.2783585,24.12835849,"6/25/21",1,4,"Bgran",24,"7/25/23 10:28","7/25/23 11:21","Dark","Bgran_1",0.655,0.412,0,-0.002802409,-0.0006296,-0.002172809,18.98571218,2.943686706,"R"
"24","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,3,"Bgran_1_28C",181.268127,-0.006021533,301.1898656,28.03986559,"6/25/21",1,4,"Bgran",28,"7/25/23 12:16","7/25/23 13:02","Dark","Bgran_1",0.655,0.412,0,-0.003944104,-0.0013902,-0.002553904,22.31566977,3.105289112,"R"
"25","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,4,"Bgran_1_30C",165.8590638,-0.005298955,302.9345316,29.78453165,"6/25/21",1,4,"Bgran",30,"7/25/23 13:38","7/25/23 14:18","Dark","Bgran_1",0.655,0.412,0,-0.003470815,-0.0006101,-0.002860715,24.99654238,3.218737511,"R"
"26","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,5,"Bgran_1_32C",160.8006885,-0.006033918,305.1975208,32.04752083,"6/25/21",1,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_1",0.655,0.412,0,-0.003952216,-0.0007077,-0.003244516,28.35014111,3.344632008,"R"
"27","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,6,"Bgran_1_34C",151.5806637,-0.00757653,307.1704643,34.02046429,"6/25/21",1,4,"Bgran",34,"7/25/23 15:55","7/25/23 16:16","Dark","Bgran_1",0.655,0.412,0,-0.004962627,-0.0011196,-0.003843027,33.57985136,3.513926225,"R"
"28","Bgran_1","Bgran","Th",289.499398719213,316113824.455798,9.15807460232391e-07,0.999999326785179,7,"Bgran_1_36C",146.6637707,-0.008123569,309.3316383,36.1816383,"6/25/21",1,4,"Bgran",36,"7/25/23 16:48","7/25/23 17:12","Dark","Bgran_1",0.655,0.412,0,-0.005320938,-0.0010185,-0.004302438,37.59411716,3.62684758,"R"
"29","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,8,"Bgran_10_20C",199.2455984,-0.002488246,293.2586123,20.10861233,"6/25/21",10,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_10",0.64,0.428,0,-0.001592478,-0.0001522,-0.001440278,12.11448437,2.494401792,"R"
"30","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,9,"Bgran_10_24C",199.9453444,-0.004417211,297.3236355,24.17363551,"6/25/21",10,4,"Bgran",24,"7/25/23 10:28","7/25/23 11:22","Dark","Bgran_10",0.64,0.428,0,-0.002827015,-0.0006296,-0.002197415,18.48292955,2.916847579,"R"
"31","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,10,"Bgran_10_28C",180.6289007,-0.007361743,301.1555211,28.00552105,"6/25/21",10,4,"Bgran",28,"7/25/23 12:15","7/25/23 13:03","Dark","Bgran_10",0.64,0.428,0,-0.004711516,-0.0013902,-0.003321316,27.9363006,3.32992694,"R"
"32","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,11,"Bgran_10_30C",162.1448628,-0.006005044,302.958293,29.80829299,"6/25/21",10,4,"Bgran",30,"7/25/23 13:39","7/25/23 14:19","Dark","Bgran_10",0.64,0.428,0,-0.003843228,-0.0006101,-0.003233128,27.19453548,3.303016052,"R"
"33","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,12,"Bgran_10_32C",159.3871861,-0.006642111,305.1211313,31.97113131,"6/25/21",10,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_10",0.64,0.428,0,-0.004250951,-0.0007077,-0.003543251,29.80304473,3.39461056,"R"
"34","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,13,"Bgran_10_34C",149.964174,-0.007888312,307.1046782,33.95467816,"6/25/21",10,4,"Bgran",34,"7/25/23 15:54","7/25/23 16:16","Dark","Bgran_10",0.64,0.428,0,-0.005048519,-0.0011196,-0.003928919,33.04698628,3.497930375,"R"
"35","Bgran_10","Bgran","lnc",3.42283106429078,0.979004879025541,3.49623493980716,0.0395883315546994,14,"Bgran_10_36C",145.3401623,-0.00795407,309.2579899,36.1079899,"6/25/21",10,4,"Bgran",36,"7/25/23 16:47","7/25/23 17:12","Dark","Bgran_10",0.64,0.428,0,-0.005090605,-0.0010185,-0.004072105,34.25134991,3.533725977,"R"
"36","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,8,"Bgran_10_20C",199.2455984,-0.002488246,293.2586123,20.10861233,"6/25/21",10,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_10",0.64,0.428,0,-0.001592478,-0.0001522,-0.001440278,12.11448437,2.494401792,"R"
"37","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,9,"Bgran_10_24C",199.9453444,-0.004417211,297.3236355,24.17363551,"6/25/21",10,4,"Bgran",24,"7/25/23 10:28","7/25/23 11:22","Dark","Bgran_10",0.64,0.428,0,-0.002827015,-0.0006296,-0.002197415,18.48292955,2.916847579,"R"
"38","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,10,"Bgran_10_28C",180.6289007,-0.007361743,301.1555211,28.00552105,"6/25/21",10,4,"Bgran",28,"7/25/23 12:15","7/25/23 13:03","Dark","Bgran_10",0.64,0.428,0,-0.004711516,-0.0013902,-0.003321316,27.9363006,3.32992694,"R"
"39","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,11,"Bgran_10_30C",162.1448628,-0.006005044,302.958293,29.80829299,"6/25/21",10,4,"Bgran",30,"7/25/23 13:39","7/25/23 14:19","Dark","Bgran_10",0.64,0.428,0,-0.003843228,-0.0006101,-0.003233128,27.19453548,3.303016052,"R"
"40","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,12,"Bgran_10_32C",159.3871861,-0.006642111,305.1211313,31.97113131,"6/25/21",10,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_10",0.64,0.428,0,-0.004250951,-0.0007077,-0.003543251,29.80304473,3.39461056,"R"
"41","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,13,"Bgran_10_34C",149.964174,-0.007888312,307.1046782,33.95467816,"6/25/21",10,4,"Bgran",34,"7/25/23 15:54","7/25/23 16:16","Dark","Bgran_10",0.64,0.428,0,-0.005048519,-0.0011196,-0.003928919,33.04698628,3.497930375,"R"
"42","Bgran_10","Bgran","E",1.45376294354935,1.03202422042124,1.40865196260216,0.253691945257051,14,"Bgran_10_36C",145.3401623,-0.00795407,309.2579899,36.1079899,"6/25/21",10,4,"Bgran",36,"7/25/23 16:47","7/25/23 17:12","Dark","Bgran_10",0.64,0.428,0,-0.005090605,-0.0010185,-0.004072105,34.25134991,3.533725977,"R"
"43","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,8,"Bgran_10_20C",199.2455984,-0.002488246,293.2586123,20.10861233,"6/25/21",10,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_10",0.64,0.428,0,-0.001592478,-0.0001522,-0.001440278,12.11448437,2.494401792,"R"
"44","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,9,"Bgran_10_24C",199.9453444,-0.004417211,297.3236355,24.17363551,"6/25/21",10,4,"Bgran",24,"7/25/23 10:28","7/25/23 11:22","Dark","Bgran_10",0.64,0.428,0,-0.002827015,-0.0006296,-0.002197415,18.48292955,2.916847579,"R"
"45","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,10,"Bgran_10_28C",180.6289007,-0.007361743,301.1555211,28.00552105,"6/25/21",10,4,"Bgran",28,"7/25/23 12:15","7/25/23 13:03","Dark","Bgran_10",0.64,0.428,0,-0.004711516,-0.0013902,-0.003321316,27.9363006,3.32992694,"R"
"46","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,11,"Bgran_10_30C",162.1448628,-0.006005044,302.958293,29.80829299,"6/25/21",10,4,"Bgran",30,"7/25/23 13:39","7/25/23 14:19","Dark","Bgran_10",0.64,0.428,0,-0.003843228,-0.0006101,-0.003233128,27.19453548,3.303016052,"R"
"47","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,12,"Bgran_10_32C",159.3871861,-0.006642111,305.1211313,31.97113131,"6/25/21",10,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_10",0.64,0.428,0,-0.004250951,-0.0007077,-0.003543251,29.80304473,3.39461056,"R"
"48","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,13,"Bgran_10_34C",149.964174,-0.007888312,307.1046782,33.95467816,"6/25/21",10,4,"Bgran",34,"7/25/23 15:54","7/25/23 16:16","Dark","Bgran_10",0.64,0.428,0,-0.005048519,-0.0011196,-0.003928919,33.04698628,3.497930375,"R"
"49","Bgran_10","Bgran","Eh",1.46215896942211,0.54050335680132,2.70518018255264,0.0734632430238031,14,"Bgran_10_36C",145.3401623,-0.00795407,309.2579899,36.1079899,"6/25/21",10,4,"Bgran",36,"7/25/23 16:47","7/25/23 17:12","Dark","Bgran_10",0.64,0.428,0,-0.005090605,-0.0010185,-0.004072105,34.25134991,3.533725977,"R"
"50","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,8,"Bgran_10_20C",199.2455984,-0.002488246,293.2586123,20.10861233,"6/25/21",10,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_10",0.64,0.428,0,-0.001592478,-0.0001522,-0.001440278,12.11448437,2.494401792,"R"
"51","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,9,"Bgran_10_24C",199.9453444,-0.004417211,297.3236355,24.17363551,"6/25/21",10,4,"Bgran",24,"7/25/23 10:28","7/25/23 11:22","Dark","Bgran_10",0.64,0.428,0,-0.002827015,-0.0006296,-0.002197415,18.48292955,2.916847579,"R"
"52","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,10,"Bgran_10_28C",180.6289007,-0.007361743,301.1555211,28.00552105,"6/25/21",10,4,"Bgran",28,"7/25/23 12:15","7/25/23 13:03","Dark","Bgran_10",0.64,0.428,0,-0.004711516,-0.0013902,-0.003321316,27.9363006,3.32992694,"R"
"53","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,11,"Bgran_10_30C",162.1448628,-0.006005044,302.958293,29.80829299,"6/25/21",10,4,"Bgran",30,"7/25/23 13:39","7/25/23 14:19","Dark","Bgran_10",0.64,0.428,0,-0.003843228,-0.0006101,-0.003233128,27.19453548,3.303016052,"R"
"54","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,12,"Bgran_10_32C",159.3871861,-0.006642111,305.1211313,31.97113131,"6/25/21",10,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_10",0.64,0.428,0,-0.004250951,-0.0007077,-0.003543251,29.80304473,3.39461056,"R"
"55","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,13,"Bgran_10_34C",149.964174,-0.007888312,307.1046782,33.95467816,"6/25/21",10,4,"Bgran",34,"7/25/23 15:54","7/25/23 16:16","Dark","Bgran_10",0.64,0.428,0,-0.005048519,-0.0011196,-0.003928919,33.04698628,3.497930375,"R"
"56","Bgran_10","Bgran","Th",297.311459522827,11.3988902921784,26.0824915322533,0.000123631768177423,14,"Bgran_10_36C",145.3401623,-0.00795407,309.2579899,36.1079899,"6/25/21",10,4,"Bgran",36,"7/25/23 16:47","7/25/23 17:12","Dark","Bgran_10",0.64,0.428,0,-0.005090605,-0.0010185,-0.004072105,34.25134991,3.533725977,"R"
"57","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,15,"Bgran_2_20C",220.2784968,-0.002095863,293.3070088,20.15700885,"6/25/21",2,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_2",0.65,0.217,0,-0.001362311,-0.0001522,-0.001210111,20.07557372,2.999503838,"R"
"58","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,16,"Bgran_2_24C",202.5727658,-0.002730755,297.3117905,24.16179048,"6/25/21",2,4,"Bgran",24,"7/25/23 10:29","7/25/23 11:21","Dark","Bgran_2",0.65,0.217,0,-0.001774991,-0.0006296,-0.001145391,19.00187393,2.944537602,"R"
"59","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,17,"Bgran_2_28C",182.407718,-0.00460833,301.2379946,28.08799462,"6/25/21",2,4,"Bgran",28,"7/25/23 12:16","7/25/23 13:02","Dark","Bgran_2",0.65,0.217,0,-0.002995414,-0.0013902,-0.001605214,26.630284,3.282049064,"R"
"60","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,18,"Bgran_2_30C",170.3641605,-0.003616263,303.0446835,29.89468354,"6/25/21",2,4,"Bgran",30,"7/25/23 13:39","7/25/23 14:18","Dark","Bgran_2",0.65,0.217,0,-0.002350571,-0.0006101,-0.001740471,28.87416727,3.362947329,"R"
"61","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,19,"Bgran_2_32C",161.8874188,-0.004052406,305.2115657,32.06156566,"6/25/21",2,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_2",0.65,0.217,0,-0.002634064,-0.0007077,-0.001926364,31.95811546,3.464426154,"R"
"62","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,20,"Bgran_2_34C",152.9786016,-0.005439128,307.0978506,33.94785057,"6/25/21",2,4,"Bgran",34,"7/25/23 15:54","7/25/23 16:16","Dark","Bgran_2",0.65,0.217,0,-0.003535433,-0.0011196,-0.002415833,40.07833762,3.690835979,"R"
"63","Bgran_2","Bgran","lnc",3.03088571537128,0.0765713153155768,39.5825212467614,3.54783489815328e-05,21,"Bgran_2_36C",147.2148673,-0.00508518,309.3090638,36.15906383,"6/25/21",2,4,"Bgran",36,"7/25/23 16:48","7/25/23 17:12","Dark","Bgran_2",0.65,0.217,0,-0.003305367,-0.0010185,-0.002286867,37.93880577,3.635974487,"R"
"64","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,15,"Bgran_2_20C",220.2784968,-0.002095863,293.3070088,20.15700885,"6/25/21",2,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_2",0.65,0.217,0,-0.001362311,-0.0001522,-0.001210111,20.07557372,2.999503838,"R"
"65","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,16,"Bgran_2_24C",202.5727658,-0.002730755,297.3117905,24.16179048,"6/25/21",2,4,"Bgran",24,"7/25/23 10:29","7/25/23 11:21","Dark","Bgran_2",0.65,0.217,0,-0.001774991,-0.0006296,-0.001145391,19.00187393,2.944537602,"R"
"66","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,17,"Bgran_2_28C",182.407718,-0.00460833,301.2379946,28.08799462,"6/25/21",2,4,"Bgran",28,"7/25/23 12:16","7/25/23 13:02","Dark","Bgran_2",0.65,0.217,0,-0.002995414,-0.0013902,-0.001605214,26.630284,3.282049064,"R"
"67","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,18,"Bgran_2_30C",170.3641605,-0.003616263,303.0446835,29.89468354,"6/25/21",2,4,"Bgran",30,"7/25/23 13:39","7/25/23 14:18","Dark","Bgran_2",0.65,0.217,0,-0.002350571,-0.0006101,-0.001740471,28.87416727,3.362947329,"R"
"68","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,19,"Bgran_2_32C",161.8874188,-0.004052406,305.2115657,32.06156566,"6/25/21",2,4,"Bgran",32,"7/25/23 15:03","7/25/23 15:28","Dark","Bgran_2",0.65,0.217,0,-0.002634064,-0.0007077,-0.001926364,31.95811546,3.464426154,"R"
"69","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,20,"Bgran_2_34C",152.9786016,-0.005439128,307.0978506,33.94785057,"6/25/21",2,4,"Bgran",34,"7/25/23 15:54","7/25/23 16:16","Dark","Bgran_2",0.65,0.217,0,-0.003535433,-0.0011196,-0.002415833,40.07833762,3.690835979,"R"
"70","Bgran_2","Bgran","E",0.401208541814628,0.103206781149554,3.88742423071259,0.0301732381419641,21,"Bgran_2_36C",147.2148673,-0.00508518,309.3090638,36.15906383,"6/25/21",2,4,"Bgran",36,"7/25/23 16:48","7/25/23 17:12","Dark","Bgran_2",0.65,0.217,0,-0.003305367,-0.0010185,-0.002286867,37.93880577,3.635974487,"R"
"71","Bgran_2","Bgran","Eh",67.5935409484081,408087242.110419,1.65635025978388e-07,0.999999878240832,15,"Bgran_2_20C",220.2784968,-0.002095863,293.3070088,20.15700885,"6/25/21",2,4,"Bgran",20,"7/25/23 9:01","7/25/23 9:58","Dark","Bgran_2",0.65,0.217,0,-0.001362311,-0.0001522,-0.001210111,20.07557372,2.999503838,"R"
"72","Bgran_2","Bgran","Eh",67.5935409484081,408087242.110419,1.65635025978388e-07,0.999999878240832,16,"Bgran_2_24C",202.5727658,-0.002730755,297.3117905,24.16179048,"6/25/21",2,4,"Bgran",24,"7/25/23 10:29","7/25/23 11:21","Dark","Bgran_2",0.65,0.217,0,-0.001774991,-0.0006296,-0.001145391,19.00187393,2.944537602,"R"
